FM;Tenants;Prefrences per tenant;Round;Current tenants;Time;F(Ct-1);F(Ct);
WindowsDaaS;4;8;0;3;7425;230719.73877551017;289276.2682215743;
WindowsDaaS;4;8;1;4;7832;1.4001664E8;1.74850048E8;
WindowsDaaS;4;8;2;5;8113;2.0837302272E10;2.0837302272E10;
WindowsDaaS;4;8;3;4;7692;1.2070840320000002E8;1.2070840320000002E8;
WindowsDaaS;4;8;4;5;8113;1.2474000000000002E10;1.7151750000000004E10;
WindowsDaaS;4;8;5;4;7926;6.2526816E7;1.0800086399999999E8;
WindowsDaaS;4;8;6;5;8113;1.5049177919999998E10;1.8123637950000004E10;
WindowsDaaS;4;8;7;4;7567;4.7051871428571425E7;5.606794285714286E7;
WindowsDaaS;4;8;8;3;7146;2865812.3999999994;4875819.299999999;
WindowsDaaS;4;8;9;4;7785;2.2862881608072915E9;2.854616428125E9;
WindowsDaaS;4;8;10;3;7084;2173331.25;2173331.25;
WindowsDaaS;4;8;11;4;7614;1.257951294140625E9;1.2687670129394531E9;
WindowsDaaS;4;8;12;3;7380;4079523.8671875;4279500.52734375;
WindowsDaaS;4;8;13;4;7801;3.328514764875001E8;4.084910676000001E8;
WindowsDaaS;4;8;14;5;8035;5.378708133175782E9;4.660875350999999E9;
WindowsDaaS;4;8;15;4;7832;598511.746031746;598511.746031746;
WindowsDaaS;4;8;16;5;8113;3.40138648332E8;2.3277711969308667E9;
WindowsDaaS;4;8;17;4;7786;1.2722381629629627E8;1.5725319836734688E8;
WindowsDaaS;4;8;18;5;8378;5.2071913766534386E10;5.606170966448102E10;
WindowsDaaS;4;8;19;4;7833;2.998984283035715E7;5.794198138928571E7;
WindowsDaaS;4;8;20;3;7411;689700.0;797142.8571428573;
WindowsDaaS;4;8;21;4;7864;3.903965625E8;4.6385828125E8;
WindowsDaaS;4;8;22;5;8081;6.952953515625E8;1.0185087524414062E9;
WindowsDaaS;4;8;23;4;7833;589561.875;589561.875;
WindowsDaaS;4;8;24;5;8097;4.809384393310547E8;5.1379633529663086E8;
WindowsDaaS;5;3;0;6;8549;1.0762872422399998E10;2.8880603135999996E10;
WindowsDaaS;5;3;1;7;8722;0.0;2.837883912192E10;
WindowsDaaS;5;3;2;6;8300;2.5338249215999997E8;3.456670629888E9;
WindowsDaaS;5;3;3;7;8784;1.417809792E12;7.77034944E11;
WindowsDaaS;5;3;4;8;9392;8.356581845061123E13;6.011634599942402E12;
WindowsDaaS;5;3;5;7;8971;2.066405859375E8;3.4170122314453125E8;
WindowsDaaS;5;3;6;6;8549;3.7042935058593744E8;6.2100263671875E7;
WindowsDaaS;5;3;7;5;7895;109687.5;2486250.0;
WindowsDaaS;5;3;8;4;6818;0.0;0.0;
WindowsDaaS;5;3;9;3;6569;2568.0;2568.0;
WindowsDaaS;5;3;10;4;6538;0.0;0.0;
WindowsDaaS;5;4;0;6;8408;4.65392090625E10;4.65392090625E10;
WindowsDaaS;5;4;1;5;7707;3.6974599199999995E9;3.6974599199999995E9;
WindowsDaaS;5;4;2;6;8628;3.516788582999999E11;3.516788582999999E11;
WindowsDaaS;5;4;3;5;7739;4.47888E8;6.07848E8;
WindowsDaaS;5;4;4;4;6802;2.1016638719999993E8;2.6270798399999994E8;
WindowsDaaS;5;4;5;5;7692;3.652926076799999E10;1.4611704307199995E10;
WindowsDaaS;5;4;6;4;7349;1.3723775999999998E7;1.9305215999999996E7;
WindowsDaaS;5;4;7;3;7271;187109.99999999994;187109.99999999994;
WindowsDaaS;5;4;8;4;7786;4.3402076666666664E7;6.6265670625000015E7;
WindowsDaaS;5;4;9;5;8097;4.671387025593752E9;6.8513676375375E9;
WindowsDaaS;5;4;10;6;8332;7.870050719999998E10;1.236722256E11;
WindowsDaaS;5;4;11;7;8909;2.6372235134699995E12;2.9560087733399995E12;
WindowsDaaS;5;4;12;6;7770;6.336104543999998E10;6.336104543999998E10;
WindowsDaaS;5;4;13;5;7692;1.9310032896E9;1.9310032896E9;
WindowsDaaS;5;5;0;6;8408;3.176352834807399E12;3.573396939158323E12;
WindowsDaaS;5;5;1;7;8971;1.134200256872464E14;1.2767137006070895E14;
WindowsDaaS;5;5;2;8;9486;5.872903802638E14;8.533279029474018E14;
WindowsDaaS;5;5;3;9;9657;1.427194816379923E16;1.2448811966808318E16;
WindowsDaaS;5;5;4;8;9315;3.3210115957871994E14;3.3210115957871994E14;
WindowsDaaS;5;5;5;9;9658;3.640434173074286E13;7.375948937926528E13;
WindowsDaaS;5;5;6;10;10204;8.114790409270269E15;1.1411424013036318E16;
WindowsDaaS;5;5;7;9;9736;3.8301291212214856E11;2.127849511789714E11;
WindowsDaaS;5;5;8;10;10187;8.043271154565119E13;5.894931240069281E13;
WindowsDaaS;5;5;9;9;9642;1.9792218027114468E11;4.42555406296121E11;
WindowsDaaS;5;5;10;10;9985;1.472116303503417E14;1.53783578133839E14;
WindowsDaaS;5;5;11;9;9626;3.6020641138615464E12;3.151806099628852E12;
WindowsDaaS;5;5;12;8;9345;2.73160061779968E11;6.47490516811776E11;
WindowsDaaS;5;5;13;7;8425;9.18468936E9;1.14808617E10;
WindowsDaaS;5;5;14;8;9517;9.222986886582856E11;1.9082222430890664E12;
WindowsDaaS;5;5;15;7;8082;3.7559756117333326E9;3.7559756117333326E9;
WindowsDaaS;5;5;16;8;8706;2.308019796195555E11;2.308019796195555E11;
WindowsDaaS;5;5;17;9;10235;2.8804087056520527E13;1.2898778480639996E13;
WindowsDaaS;5;5;18;10;10187;7.624452250533888E13;8.92711099957248E13;
WindowsDaaS;5;5;19;9;9673;2.5611773434696266E13;1.879656078854062E13;
WindowsDaaS;5;5;20;8;9408;8.848177086146836E11;9.652556821251096E11;
WindowsDaaS;5;5;21;7;8893;8.861163273703125E9;3.30949141875E10;
WindowsDaaS;5;5;22;8;9252;1.0200103220663268E13;8.229234693877553E12;
WindowsDaaS;5;5;23;9;9532;1.5662735663363705E15;9.162700363067766E14;
WindowsDaaS;5;5;24;10;9954;7.089981636948137E15;5.227636230007842E15;
WindowsDaaS;5;6;0;6;8643;5.78700775296E9;5.9678517452399994E10;
WindowsDaaS;5;6;1;7;8908;5.164819199999999E12;7.33266597888E12;
WindowsDaaS;5;6;2;6;8566;6.96800694857143E10;1.4602581504E11;
WindowsDaaS;5;6;3;5;8128;1847927.8125;1729004.921875;
WindowsDaaS;5;6;4;6;8612;2.7099505714285713E8;4.02377272E8;
WindowsDaaS;5;6;5;5;8051;1.0741338907470703E7;1.8181292544642854E7;
WindowsDaaS;5;6;6;6;8627;5.090761912499998E9;8.501861641710936E9;
WindowsDaaS;5;6;7;5;8113;2.5333482462749996E9;2.5657440038999996E9;
WindowsDaaS;5;6;8;6;8534;1.0447866E12;1.3432970571428572E12;
WindowsDaaS;5;6;9;7;8815;4.853413788797301E13;6.055464510136801E13;
WindowsDaaS;5;6;10;8;9190;5.577113566406248E15;7.366561769531252E15;
WindowsDaaS;5;6;11;9;9720;3.0026296852608806E17;1.37416946579524448E17;
WindowsDaaS;5;6;12;8;9345;4.896308443411906E13;8.922611667539881E13;
WindowsDaaS;5;6;13;9;9158;9.609609569624064E14;9.609609569624064E14;
WindowsDaaS;5;6;14;8;8628;4.058631673884854E14;4.058631673884854E14;
WindowsDaaS;5;6;15;9;9330;2.5800694747380248E16;2.5800694747380248E16;
WindowsDaaS;5;6;16;10;9658;1.0976386738653034E16;1.0976386738653034E16;
WindowsDaaS;5;6;17;9;9268;2.4190383997031475E14;2.4190383997031475E14;
WindowsDaaS;5;6;18;10;10109;3.73393585078272E13;3.73393585078272E13;
WindowsDaaS;5;6;19;9;9767;2.62005795377235E12;4.903032428111999E12;
WindowsDaaS;5;6;20;8;9501;4.23269203968E9;2.2532736073236485E10;
WindowsDaaS;5;6;21;9;9517;3.862489435451201E13;1.380595871107777E13;
WindowsDaaS;5;6;22;10;10141;1.3235352934073085E15;1.3235352934073085E15;
WindowsDaaS;5;6;23;9;9501;6.387021706690561E14;9.433139751419906E14;
WindowsDaaS;5;6;24;8;9220;6.07175436190476E9;2.9060675724867735E9;
WindowsDaaS;5;7;0;4;7815;2.3704704000000003E8;2.8695168E8;
WindowsDaaS;5;7;1;5;8254;2.3198167286999997E11;2.8877718588299994E11;
WindowsDaaS;5;7;2;6;8471;8.214380167929491E12;1.1361868322790855E13;
WindowsDaaS;5;7;3;5;8113;5.945953817249999E10;5.945953817249999E10;
WindowsDaaS;5;7;4;4;7769;3.788125E8;3.788125E8;
WindowsDaaS;5;7;5;5;8207;5.315493952182857E10;5.315493952182857E10;
WindowsDaaS;5;7;6;4;7769;4.444733333333334E8;4.444733333333334E8;
WindowsDaaS;5;7;7;3;7177;43558.59375;38331.5625;
WindowsDaaS;5;7;8;4;7645;4.312469333333333E7;4.312469333333333E7;
WindowsDaaS;5;7;9;5;8114;7.219781485714285E9;9.989938285714287E9;
WindowsDaaS;5;7;10;4;7723;6.0063728326530606E7;6.267519477551021E7;
WindowsDaaS;5;7;11;3;7052;555428.5714285715;586285.7142857143;
WindowsDaaS;5;7;12;4;7723;1.2362017500000001E8;1.6247222999999997E8;
WindowsDaaS;5;7;13;3;6897;625968.0;625968.0;
WindowsDaaS;5;7;14;4;7785;9.208162653061225E7;1.71151718877551E8;
WindowsDaaS;5;7;15;5;8316;2.4068571428571424E9;3.423085714285714E9;
WindowsDaaS;5;7;16;4;7942;8777142.857142858;1.6457142857142856E7;
WindowsDaaS;5;7;17;3;7036;607500.0;607500.0;
WindowsDaaS;5;7;18;4;8082;4.68734693877551E7;6.174798367346939E7;
WindowsDaaS;5;7;19;5;8128;6.445142266775511E9;6.432429954612244E9;
WindowsDaaS;5;7;20;4;7910;2.5526972625E7;2.998378781835938E7;
WindowsDaaS;5;7;21;3;7848;109521.80555555556;113788.88888888889;
WindowsDaaS;5;7;22;4;7816;1.1420316734693877E7;3.2703634285714284E7;
WindowsDaaS;5;7;23;5;8238;1.436842932244898E9;1.9705274499358604E9;
WindowsDaaS;5;7;24;6;8659;3.4202726452458153E10;1.900151469581008E10;
WindowsDaaS;5;8;0;4;7972;4.9019287500000006E8;5.08700775E8;
WindowsDaaS;5;8;1;3;7426;4645197.823660715;5453058.314732143;
WindowsDaaS;5;8;2;4;7770;1.65704809538923E9;1.838829528808594E9;
WindowsDaaS;5;8;3;3;6646;6311250.0;6058800.0;
WindowsDaaS;5;8;4;4;8051;5.836954921875E8;1.0502096923828124E9;
WindowsDaaS;5;8;5;5;7941;9.162250453125E10;8.60129634375E10;
WindowsDaaS;5;8;6;6;8488;1.036958310095941E12;1.6714899652271133E12;
WindowsDaaS;5;8;7;7;8768;5.907685471431883E13;6.6487191891027836E13;
WindowsDaaS;5;8;8;6;8815;6.337858054687499E10;3.9463006171875015E10;
WindowsDaaS;5;8;9;5;7973;6.823926769816407E8;6.823926769816407E8;
WindowsDaaS;5;8;10;4;7769;1.0057941950976562E7;1.6084011339441964E7;
WindowsDaaS;5;8;11;3;7411;757482.2357142858;757482.2357142858;
WindowsDaaS;5;8;12;4;7739;4.098925748008929E8;4.3855058185714287E8;
WindowsDaaS;5;8;13;3;7426;3867998.0624999995;4297607.743139648;
WindowsDaaS;5;8;14;4;7723;4.315066774596153E8;5.609415420984374E8;
WindowsDaaS;5;8;15;3;7223;6778787.399999999;6981723.7875;
WindowsDaaS;5;8;16;4;7770;9.565057669037945E8;1.2902680312573657E9;
WindowsDaaS;5;8;17;3;7192;451466.13749999995;620012.00625;
WindowsDaaS;5;8;18;4;7754;3.482273716796875E8;3.474089305555556E8;
WindowsDaaS;5;8;19;5;7988;3.749165065202287E10;3.749165065202287E10;
WindowsDaaS;5;8;20;4;7661;5652659.543142857;5652659.543142857;
WindowsDaaS;5;8;21;5;8035;6.30794175E9;5.51944903125E9;
WindowsDaaS;5;8;22;6;8503;4.5206618017840576E11;8.137191243211302E11;
WindowsDaaS;5;8;23;5;8394;4.7566626705E9;4.7566626705E9;
WindowsDaaS;5;8;24;6;8518;7.008382165003734E11;8.787516217693724E11;
WindowsDaaS;6;3;0;7;8190;4.9545216E11;1.98180864E12;
WindowsDaaS;6;3;1;8;8192;2.540395000000001E14;2.77855703125E14;
WindowsDaaS;6;3;2;7;8565;2.68764804E12;3.762707256E12;
WindowsDaaS;6;3;3;8;9283;5.1660434826E13;8.928964044E13;
WindowsDaaS;6;3;4;9;9688;6.9973922304E14;1.04960883456E15;
WindowsDaaS;6;3;5;10;10360;7.0752762482688E16;1.41505524965376E17;
WindowsDaaS;6;3;6;9;8768;1.580330119134375E14;1.580330119134375E14;
WindowsDaaS;6;3;7;8;8877;6.8916651811875E12;6.8916651811875E12;
WindowsDaaS;6;3;8;7;8332;2.172741732E11;2.172741732E11;
WindowsDaaS;6;3;9;6;7208;NaN;NaN;
WindowsDaaS;6;3;10;5;6880;7656250.0;7656250.0;
WindowsDaaS;6;3;11;4;6897;1069200.0;1069200.0;
WindowsDaaS;6;4;0;5;7893;1.20396375E8;2.501569125E8;
WindowsDaaS;6;4;1;6;8675;7.725158154140625E9;2.294137876078125E10;
WindowsDaaS;6;4;2;5;8144;6.1510073625E7;6.5903650312499985E7;
WindowsDaaS;6;4;3;6;8675;2.190028995E9;3.09180564E9;
WindowsDaaS;6;4;4;7;8940;2.5910059508928E11;2.3596661338487994E11;
WindowsDaaS;6;4;5;6;8690;5.990498841599998E8;5.475792309866667E8;
WindowsDaaS;6;4;6;7;9096;9.390983811421333E10;3.0846297190799995E10;
WindowsDaaS;6;4;7;6;8705;5.14714375E7;8.750144375E7;
WindowsDaaS;6;4;8;5;8129;3900064.3499999996;3991102.2666666675;
WindowsDaaS;6;4;9;4;7738;285263.671875;354375.0;
WindowsDaaS;6;4;10;3;6772;0.0;0.0;
WindowsDaaS;6;4;11;4;6647;NaN;NaN;
WindowsDaaS;6;4;12;3;6709;NaN;NaN;
WindowsDaaS;6;4;13;4;6709;NaN;NaN;
WindowsDaaS;6;4;14;5;7036;NaN;NaN;
WindowsDaaS;6;4;15;4;6834;0.0;0.0;
WindowsDaaS;6;4;16;3;6459;0.0;0.0;
WindowsDaaS;6;4;17;4;6819;667814.3999999999;667814.3999999999;
WindowsDaaS;6;4;18;3;6584;3775.2000000000007;9609.599999999999;
WindowsDaaS;6;4;19;4;7021;660441.5999999999;660441.5999999999;
WindowsDaaS;6;4;20;3;6460;4838.4;4838.4;
WindowsDaaS;6;4;21;4;6709;49996.79999999999;49996.79999999999;
WindowsDaaS;6;4;22;5;6834;5637139.199999998;5637139.199999998;
WindowsDaaS;6;4;23;4;6740;4439108.266666666;4439108.266666666;
WindowsDaaS;6;4;24;3;6787;47625.6;47625.6;
WindowsDaaS;6;5;0;5;7847;7.09847712E8;1.825322688E9;
WindowsDaaS;6;5;1;4;7551;5598.72;5171.040000000001;
WindowsDaaS;6;5;2;5;7863;1563722.496;2539579.392;
WindowsDaaS;6;5;3;4;7271;44089.920000000006;65318.399999999994;
WindowsDaaS;6;6;0;5;8393;9.486463895999996E9;1.3135103855999998E10;
WindowsDaaS;6;6;1;4;7816;4.1850432E8;4.1850432E8;
WindowsDaaS;6;6;2;3;7099;1107154.285714286;1430784.0;
WindowsDaaS;6;6;3;4;7770;7.81464137142857E8;8.321145904761906E8;
WindowsDaaS;6;6;4;5;8128;8.452924961142856E9;9.016453291885712E9;
WindowsDaaS;6;7;0;7;8939;1.4360031608832E14;1.64847301632E14;
WindowsDaaS;6;7;1;8;9345;6.4819746002829256E16;4.321316400188616E16;
WindowsDaaS;6;7;2;9;10234;1.09383321379774349E18;5.7754393688520858E17;
WindowsDaaS;6;7;3;10;10157;6.327105928085522E15;2.9309387755102035E15;
WindowsDaaS;6;7;4;9;9626;4.657347735621429E13;1.765911016423125E14;
WindowsDaaS;6;7;5;8;9361;1.977935334634286E13;1.977935334634286E13;
WindowsDaaS;6;7;6;7;8908;1.11628125E11;1.885275E11;
WindowsDaaS;6;7;7;6;8644;4.0389516E8;5.192937771428572E8;
WindowsDaaS;6;7;8;5;8253;8815172.142857142;8815172.142857142;
WindowsDaaS;6;7;9;4;7879;3205517.1428571427;3205517.1428571427;
WindowsDaaS;6;7;10;3;7442;113554.28571428574;113554.28571428574;
WindowsDaaS;6;7;11;4;7692;4.321551673469389E7;5.5219826938775524E7;
WindowsDaaS;6;7;12;3;7333;178710.0;118104.0;
WindowsDaaS;6;7;13;4;7817;6.786675918367347E7;9.858539755102041E7;
WindowsDaaS;6;7;14;5;8300;5.289646772571428E9;7.178806334204082E9;
WindowsDaaS;6;7;15;6;8581;5.026807181387753E10;5.194881913469387E10;
WindowsDaaS;6;7;16;7;9033;5.323079927696793E12;4.574309093877551E12;
WindowsDaaS;6;7;17;6;8612;5.689128960000001E11;5.380344E11;
WindowsDaaS;6;7;18;7;8909;4.5541722126796875E13;4.8395213488125E13;
WindowsDaaS;6;7;19;8;9330;9.14789175363542E15;7.282709047564687E15;
WindowsDaaS;6;7;20;7;8815;4.44919997191377E13;7.833002105062102E12;
WindowsDaaS;6;7;21;8;9595;1.9919386928571425E15;7.222574243112246E15;
WindowsDaaS;6;7;22;7;8878;1.0819017384259261E14;1.028971125E14;
WindowsDaaS;6;7;23;6;8534;5.073015535714285E10;8.518386529017859E10;
WindowsDaaS;6;7;24;5;7879;4.8033298828125E8;7.680715795898438E8;
WindowsDaaS;6;8;0;7;8782;2.828479981731544E14;3.114337001161859E14;
WindowsDaaS;6;8;1;6;8535;3.303472702699512E11;3.4617800821791284E11;
WindowsDaaS;6;8;2;7;8861;2.82413913087197E10;3.698101001129464E10;
WindowsDaaS;6;8;3;6;8878;2.6400828403125E9;1.5155368717499998E9;
WindowsDaaS;6;8;4;5;8222;4.5322971428571425E7;4.598948571428572E7;
WindowsDaaS;6;8;5;4;7863;3499200.0000000005;3870719.9999999995;
WindowsDaaS;6;8;6;5;8176;4.3777759921875E8;6.253965703125E8;
WindowsDaaS;6;8;7;6;8675;3.863116799999999E10;9.657792E10;
WindowsDaaS;6;8;8;5;8206;1.210689028125E10;1.059352899609375E10;
WindowsDaaS;6;8;9;6;8690;6.48889461E11;6.866555142857144E11;
WindowsDaaS;6;8;10;7;8784;7.918912353515625E13;6.476293103027344E13;
WindowsDaaS;6;8;11;6;8706;1.1017617187500002E11;1.0989E11;
WindowsDaaS;6;8;12;7;9173;1.0163999999999998E13;1.971851851851852E13;
WindowsDaaS;6;8;13;6;8519;1.4726846961160715E11;1.5708636758571426E11;
WindowsDaaS;6;8;14;5;8175;1.3222758214285715E9;9.917068660714288E8;
WindowsDaaS;6;8;15;6;8566;1.1075562590625E11;8.506032069600002E10;
WindowsDaaS;6;8;16;7;8815;2.751841583835428E12;2.0901574530000005E12;
WindowsDaaS;6;8;17;8;9252;0.0;0.0;
WindowsDaaS;6;8;18;9;9470;0.0;0.0;
WindowsDaaS;6;8;19;8;9143;0.0;8.958799279436386E10;
WindowsDaaS;6;8;20;7;8737;2.0737961294991634E9;2.2776042857142863E9;
WindowsDaaS;6;8;21;8;9267;1.4111153738839287E12;1.4111153738839287E12;
WindowsDaaS;6;8;22;7;8752;2.4745323129251705E10;1.2935055272108846E11;
WindowsDaaS;6;8;23;8;9127;8.759765625E9;7.584298804012348E9;
WindowsDaaS;6;8;24;7;8831;4581008.992531628;7975308.641975311;
WindowsDaaS;7;3;0;6;8112;7.128E8;4.752E8;
WindowsDaaS;7;3;1;5;7661;3.24E7;3.24E7;
WindowsDaaS;7;3;2;6;6958;6.03288E9;2.111508E10;
WindowsDaaS;7;3;3;7;8176;4.530290688E11;7.687766016E11;
WindowsDaaS;7;3;4;6;7067;1.7024E10;1.7024E10;
WindowsDaaS;7;3;5;5;6865;3.3936E8;3.3936E8;
WindowsDaaS;7;3;6;6;7224;8.9578125E9;2.68734375E10;
WindowsDaaS;7;3;7;7;7271;0.0;0.0;
WindowsDaaS;7;3;8;6;7005;NaN;NaN;
WindowsDaaS;7;4;0;6;8533;737280.0;1105920.0;
WindowsDaaS;7;4;1;5;8207;232243.19999999995;232243.19999999995;
WindowsDaaS;7;4;2;6;8596;9.144575999999999E7;9.144575999999999E7;
WindowsDaaS;7;4;3;5;8222;4.832671334399999E7;4.832671334399999E7;
WindowsDaaS;7;4;4;6;8737;1.39122966528E10;1.39122966528E10;
WindowsDaaS;7;4;5;7;8846;3.5064747970560005E10;9.666286549919998E10;
WindowsDaaS;7;4;6;8;9252;1.217136179124633E13;4.2957747498516475E12;
WindowsDaaS;7;4;7;7;8893;2.4068306391091194E10;9.597608597928963E10;
WindowsDaaS;7;4;8;6;8768;1.1491753328639998E9;1.1491753328639998E9;
WindowsDaaS;7;4;9;7;8971;8.4663355392E10;1.4487846911999997E11;
WindowsDaaS;7;4;10;8;9533;4.529533747199999E12;5.176609996799999E12;
WindowsDaaS;7;4;11;9;9736;0.0;0.0;
WindowsDaaS;7;4;12;8;9564;0.0;1.316317298688E11;
WindowsDaaS;7;4;13;9;9829;1.4845202511282566E13;2.474200418547095E13;
WindowsDaaS;7;4;14;10;10125;4.216768759285715E15;1.5180367533428574E16;
WindowsDaaS;7;4;15;9;9704;4.991046428571428E10;4.783086160714285E10;
WindowsDaaS;7;4;16;8;9751;1.984095E9;2.02962375E9;
WindowsDaaS;7;4;17;7;8940;1.075983496875E8;1.2045996E8;
WindowsDaaS;7;4;18;6;8674;358722.67500000005;442424.63249999995;
WindowsDaaS;7;4;19;5;8144;29210.331428571422;29210.331428571422;
WindowsDaaS;7;4;20;4;7551;7987.2;9651.199999999999;
WindowsDaaS;7;4;21;5;8082;76236.55200000001;482831.49600000004;
WindowsDaaS;7;4;22;4;7426;625.6320000000001;1185.4080000000001;
WindowsDaaS;7;4;23;3;6850;508.03200000000004;508.03200000000004;
WindowsDaaS;7;4;24;4;7755;122245.20000000001;305612.99999999994;
WindowsDaaS;7;5;0;6;8611;5.4006060455424E10;5.053198639103999E10;
WindowsDaaS;7;5;1;5;8222;5.2005888E8;6.63075072E8;
WindowsDaaS;7;5;2;4;7832;2.908224E7;3.720816E7;
WindowsDaaS;7;5;3;5;8207;1.272519072E10;1.17013248E10;
WindowsDaaS;7;5;4;4;7832;2521599.609375;3157481.25;
WindowsDaaS;7;5;5;3;7848;6682.5;9618.75;
WindowsDaaS;7;5;6;4;7536;916243.65;916243.65;
WindowsDaaS;7;5;7;5;7925;6.810320278125E7;1.1001286603125E8;
WindowsDaaS;7;5;8;4;7770;162941.625;116386.875;
WindowsDaaS;7;5;9;3;7255;17424.0;17424.0;
WindowsDaaS;7;5;10;4;7551;3185325.0;7107750.0;
WindowsDaaS;7;5;11;5;7973;6.512439375E8;1.074552496875E9;
WindowsDaaS;7;5;12;4;7551;2.0464487999999996E7;2.0464487999999996E7;
WindowsDaaS;7;5;13;5;8145;5.536326642E9;1.8118887192E10;
WindowsDaaS;7;5;14;6;8457;1.8231426864E11;2.7347140296E11;
WindowsDaaS;7;5;15;7;8955;1.935569818728E13;2.15063313192E13;
WindowsDaaS;7;5;16;6;8784;1.1846445463125E11;7.239494449687498E10;
WindowsDaaS;7;5;17;7;8955;1.3530403012671996E13;9.969998886581068E12;
WindowsDaaS;7;5;18;8;9517;5.15160337205314E14;1.6558725124456522E15;
WindowsDaaS;7;5;19;9;9751;5.675885870054402E14;7.37490845564928E14;
WindowsDaaS;7;5;20;10;10203;6.6611148220401168E16;1.43688110527514688E17;
WindowsDaaS;7;5;21;9;9720;2.5937931560809275E14;2.5937931560809275E14;
WindowsDaaS;7;5;22;8;9423;5.33994652737E12;5.553544388464802E12;
WindowsDaaS;7;5;23;7;9056;2.853736605720001E10;2.853736605720001E10;
WindowsDaaS;7;5;24;8;9454;4.634813531985E12;4.634813531985E12;
WindowsDaaS;7;6;0;6;8611;6.5321997795179985E10;4.2506875469520004E10;
WindowsDaaS;7;6;1;7;8909;3.305977701598706E13;1.1817172516129344E14;
WindowsDaaS;7;6;2;6;8644;4.393541879999998E8;6.76541775E8;
WindowsDaaS;7;6;3;7;9236;2.0111938984375E11;1.42108594753125E11;
WindowsDaaS;7;6;4;6;8706;2.0736144E9;2.286983314285714E9;
WindowsDaaS;7;6;5;5;8207;2034514.285714286;4069028.571428571;
WindowsDaaS;7;6;6;4;7567;84394.66666666666;136499.2;
WindowsDaaS;7;6;7;5;8082;1.035002021484375E8;9.000017578125E7;
WindowsDaaS;7;6;8;4;7380;1.498311111111111E7;1.7979733333333332E7;
WindowsDaaS;7;6;9;5;7988;3.7632E9;3.7632E9;
WindowsDaaS;7;6;10;6;8565;0.0;0.0;
WindowsDaaS;7;6;11;5;7941;0.0;0.0;
WindowsDaaS;7;6;12;4;7505;0.0;0.0;
WindowsDaaS;7;6;13;3;7068;0.0;0.0;
WindowsDaaS;7;6;14;4;7317;0.0;0.0;
WindowsDaaS;7;6;15;5;7910;0.0;0.0;
WindowsDaaS;7;6;16;6;8425;5.053567176E11;8.78881248E11;
WindowsDaaS;7;6;17;5;7910;5.80386816E9;5.80386816E9;
WindowsDaaS;7;6;18;6;8722;1.36661116032E12;1.36661116032E12;
WindowsDaaS;7;6;19;5;7988;4.6268081632653055E9;4.6268081632653055E9;
WindowsDaaS;7;6;20;6;8643;9.95657142857143E10;1.0861714285714287E11;
WindowsDaaS;7;6;21;7;8940;1.07990471953125E12;1.4038761353906252E12;
WindowsDaaS;7;6;22;6;8721;4.8438E9;4.314009375E9;
WindowsDaaS;7;6;23;5;8020;1.104400828125E8;1.104400828125E8;
WindowsDaaS;7;6;24;4;6647;3310107.428571428;3885778.2857142854;
WindowsDaaS;7;7;0;8;9235;2.646088692607626E15;3.344362097601306E15;
WindowsDaaS;7;7;1;7;8877;1.2369040169596636E14;1.3982393235196197E14;
WindowsDaaS;7;7;2;8;9190;3.7877114414404155E15;3.5314001408918155E15;
WindowsDaaS;7;7;3;7;8831;1.3869095812711828E13;1.6317524650417492E13;
WindowsDaaS;7;7;4;6;8503;7.429856571210938E10;7.038811488515623E10;
WindowsDaaS;7;7;5;5;8051;2.698038E8;2.698038E8;
WindowsDaaS;7;7;6;4;7426;1.7365821428571425E7;1.7365821428571425E7;
WindowsDaaS;7;7;7;5;7941;3.4830876122448974E9;5.572940179591837E9;
WindowsDaaS;7;7;8;6;8535;5.068841142857143E11;3.5669622857142865E11;
WindowsDaaS;7;7;9;5;7770;5.5617859440000015E10;6.3118952325E10;
WindowsDaaS;7;7;10;6;8706;1.871090742857143E12;2.3028809142857144E12;
WindowsDaaS;7;7;11;7;8908;6.123804761904762E11;1.8346453125E11;
WindowsDaaS;7;7;12;6;8581;1.661785714285715E8;5.771545189504373E8;
WindowsDaaS;7;7;13;5;7989;2.9934227755102042E7;7.331114112244898E7;
WindowsDaaS;7;7;14;6;8503;7.2493056E9;2.1488467968E9;
WindowsDaaS;7;7;15;5;8191;2.6162907428571425E7;4.660267885714285E7;
WindowsDaaS;7;7;16;6;8659;6.91642932244898E9;4.704508447346938E9;
WindowsDaaS;7;7;17;7;8799;3.579550854582857E11;1.2584358473142854E11;
WindowsDaaS;7;7;18;6;8565;1.6882207346938774E10;1.6596813464256557E10;
WindowsDaaS;7;7;19;5;8020;3.1888436514201444E8;3.1888436514201444E8;
WindowsDaaS;7;7;20;4;7660;1194041.8285714288;1941361.7142857136;
WindowsDaaS;7;7;21;5;7911;3.0117757921875E8;2.7559011857142854E8;
WindowsDaaS;7;7;22;6;8456;5.429615804081631E9;9.551383674402332E9;
WindowsDaaS;7;7;23;5;7957;9.551458308691408E7;2.0939112740478516E8;
WindowsDaaS;7;7;24;6;8425;1.5332330017089846E10;2.777891489569216E10;
WindowsDaaS;7;8;0;8;9313;5.97428866944E15;1.3484708820172802E16;
WindowsDaaS;7;8;1;7;9252;1.412869841632653E9;1.3245654765306122E9;
WindowsDaaS;7;8;2;6;8596;1.367779017857143E7;3.3687890625E7;
