FM;Tenants;Prefrences per tenant;Round;Current tenants;Time;F(Ct-1);F(Ct);
WindowsDaaS;5;8;6;8;9330;3.8397391488211516E13;4.725832798549109E13;
WindowsDaaS;5;8;7;7;8924;5.7766865234375E11;1.6942933333333335E12;
WindowsDaaS;5;8;8;6;8644;3.1615999999999993E7;5.3369020833333336E7;
WindowsDaaS;5;8;9;7;8846;9.7064906640625E9;7.82630859375E9;
WindowsDaaS;5;8;10;6;8503;1.613671875E8;1.3104E8;
WindowsDaaS;5;8;11;7;8893;6.796866795263997E10;1.435302566775E10;
WindowsDaaS;5;8;12;8;9345;6.361878857142858E11;7.634254628571428E11;
WindowsDaaS;5;8;13;9;9595;8.816844032052247E13;2.2676979641704275E14;
WindowsDaaS;5;8;14;10;10063;5.999884059769151E15;7.600104963244725E15;
WindowsDaaS;5;8;15;9;9704;0.0;0.0;
WindowsDaaS;5;8;16;10;9954;0.0;0.0;
WindowsDaaS;5;8;17;9;9689;0.0;0.0;
WindowsDaaS;5;8;18;10;10000;0.0;7.334414890030053E15;
WindowsDaaS;5;8;19;9;9611;9.82601037898763E13;9.531719188581195E13;
WindowsDaaS;5;8;20;10;10125;1.9540024336591448E16;3.2995120990513395E15;
WindowsDaaS;5;8;21;9;9705;9.873056709998033E12;1.0123359556166994E13;
WindowsDaaS;5;8;22;10;10219;6.7306070252038484E13;5.548587689783434E13;
WindowsDaaS;5;8;23;9;9720;1.0349278313912999E12;4.9590291920833125E12;
WindowsDaaS;6;3;0;7;8876;3.4664448E12;2.1183829333333335E12;
WindowsDaaS;6;3;1;8;7894;0.0;6.282861871104001E13;
WindowsDaaS;6;4;0;7;9033;0.0;6.958715400000002E12;
WindowsDaaS;6;4;1;8;9532;7.475313569793299E14;8.834461491573898E14;
WindowsDaaS;6;4;2;7;8971;2.6475017183999994E11;5.44628924928E11;
WindowsDaaS;6;4;3;8;9595;2.8702608778800006E11;2.9765668363199994E11;
WindowsDaaS;6;4;4;7;9081;2.8531730303999996E8;3.804230707199999E8;
WindowsDaaS;6;4;5;8;9610;1.1476564290575996E11;1.3261807624665602E11;
WindowsDaaS;6;4;6;7;8862;2.9922003707903996E10;3.205928968704E10;
WindowsDaaS;6;4;7;6;7692;1.0682232993432E10;1.3847339065560001E10;
WindowsDaaS;6;4;8;5;7395;NaN;NaN;
WindowsDaaS;6;4;9;6;8191;NaN;NaN;
WindowsDaaS;6;4;10;5;7942;1.9926379199999996E7;3.7361961E7;
WindowsDaaS;6;4;11;6;8050;NaN;NaN;
WindowsDaaS;6;4;12;7;9080;1.6016392060226248E10;2.6113682706890625E10;
WindowsDaaS;6;4;13;8;9080;NaN;NaN;
WindowsDaaS;6;4;14;9;9034;NaN;NaN;
WindowsDaaS;6;4;15;8;9142;NaN;NaN;
WindowsDaaS;6;4;16;9;9720;1.4378044795589472E15;3.926693613140299E15;
WindowsDaaS;6;4;17;8;9486;3.6695549466576016E12;4.120890581808E12;
WindowsDaaS;6;4;18;7;8986;0.0;0.0;
WindowsDaaS;6;4;19;6;8706;0.0;8.598847487999998E7;
WindowsDaaS;6;4;20;5;8222;233382.91666666663;318565.3333333333;
WindowsDaaS;6;4;21;4;7052;0.0;0.0;
WindowsDaaS;6;4;22;5;7770;0.0;0.0;
WindowsDaaS;6;4;23;6;8394;0.0;0.0;
WindowsDaaS;6;4;24;5;7957;0.0;0.0;
WindowsDaaS;6;5;0;7;9017;1.959845759778816E13;1.1104895273472E13;
WindowsDaaS;6;5;1;8;9455;9.59926696317389E14;4.1887710384758775E14;
WindowsDaaS;6;5;2;9;9658;1.0262489044265902E16;1.3642340036795836E16;
WindowsDaaS;6;5;3;8;9501;1.0919761914507266E14;2.755254018392064E14;
WindowsDaaS;6;5;4;9;9673;1.258067302276055E14;5.652186430515611E13;
WindowsDaaS;6;5;5;10;10344;3.7928485605587345E15;9.3650581742191E15;
WindowsDaaS;6;5;6;9;9673;2.3890454526069138E14;1.9351268166115994E14;
WindowsDaaS;6;5;7;10;10282;1.6054385441518455E15;1.6564048471407938E15;
WindowsDaaS;6;5;8;9;9797;7.503100331950082E14;8.618946022342655E14;
WindowsDaaS;6;5;9;8;9393;2.3648117391360004E11;4.729623478272001E11;
WindowsDaaS;6;5;10;7;9049;1.1683330026666667E9;1.557777336888889E9;
WindowsDaaS;6;5;11;8;9423;2.891347471151999E11;1.2207911544864001E12;
WindowsDaaS;6;5;12;7;9034;3.633307007400002E9;1.3624901277750003E9;
WindowsDaaS;6;5;13;8;9564;4.7759879045119995E10;6.48665993576448E11;
WindowsDaaS;6;5;14;7;9080;4288967.11111111;1659153.0666666667;
WindowsDaaS;6;5;15;8;9392;0.0;3.584013192703125E9;
WindowsDaaS;6;5;16;7;8986;8.081768448E8;8.709973138285717E8;
WindowsDaaS;6;5;17;6;8753;7911116.136160714;9185684.846986607;
WindowsDaaS;6;5;18;5;8222;1676.190476190476;3657.142857142857;
WindowsDaaS;6;5;19;4;7988;548.5714285714284;694.8571428571429;
WindowsDaaS;6;5;20;3;7489;128.0;128.0;
WindowsDaaS;6;5;21;4;7942;69427.2;87941.12;
WindowsDaaS;6;5;22;5;7972;3.2524143820800003E7;4.2894160691199996E7;
WindowsDaaS;6;5;23;4;7708;243243.0;291891.6;
WindowsDaaS;6;5;24;3;7052;3484.4444444444453;3484.4444444444453;
WindowsDaaS;6;6;0;5;8190;1.5083677440000004E8;2.0111569920000005E8;
WindowsDaaS;6;6;1;4;7879;3905366.3999999994;5122828.8;
WindowsDaaS;6;6;2;3;6756;27010.799999999996;39528.0;
WindowsDaaS;6;6;3;4;7193;1.2206025E7;1.2206025E7;
WindowsDaaS;6;7;0;5;8143;4.32648216E9;8.801011607142859E9;
WindowsDaaS;6;7;1;4;7957;1.2563954081632656E8;1.4578714285714287E8;
WindowsDaaS;6;7;2;3;7052;323400.0;323400.0;
WindowsDaaS;6;7;3;4;7879;6.974993025E8;6.974993025E8;
WindowsDaaS;6;7;4;5;8175;1.821312E8;5.528982857142856E8;
WindowsDaaS;6;7;5;4;7832;6.67254857142857E7;6.67254857142857E7;
WindowsDaaS;6;7;6;5;8300;1.75071612178125E10;2.592779641272321E10;
WindowsDaaS;6;7;7;6;8706;6.821980714285717E12;6.170823000000002E12;
WindowsDaaS;6;7;8;5;8004;7.011864576E9;7.505657855999999E9;
WindowsDaaS;6;7;9;4;7785;4.1698099199999996E7;4.1698099199999996E7;
WindowsDaaS;6;7;10;3;7115;998092.7999999999;1195084.7999999998;
WindowsDaaS;6;7;11;4;7894;1.9779606E7;2.6372808E7;
WindowsDaaS;6;7;12;3;7427;60588.0;72170.99999999999;
WindowsDaaS;6;7;13;4;7817;2.7642695849999994E7;5.528539169999999E7;
WindowsDaaS;6;7;14;3;6772;7114212.0;7114212.0;
WindowsDaaS;6;7;15;4;7972;4.33944E7;5.96673E7;
WindowsDaaS;6;7;16;5;8363;5.03251056E9;5.03251056E9;
WindowsDaaS;6;7;17;6;8830;1.698472314E11;1.6806806099999997E11;
WindowsDaaS;6;7;18;7;9159;1.7320134698910469E12;4.3682744612571416E12;
WindowsDaaS;6;7;19;6;8705;9.909511509333332E9;9.509127205925926E9;
WindowsDaaS;6;7;20;7;9143;1.2666761891934712E12;2.454563907288783E12;
WindowsDaaS;6;7;21;8;9485;3.23767125E14;2.007666E15;
WindowsDaaS;6;7;22;9;9720;2.286144E16;5.64350976E16;
WindowsDaaS;6;7;23;10;10063;4.5955413504E17;1.448770752E17;
WindowsDaaS;6;7;24;9;9735;2.2666411269623116E14;1.4679199679374966E14;
WindowsDaaS;6;8;0;5;8097;6.798986004825E9;8.491013971354688E9;
WindowsDaaS;6;8;1;6;8596;2.9177267166666675E12;3.30032934E12;
WindowsDaaS;6;8;2;5;8253;5.832582033600001E9;1.7339587461000008E10;
WindowsDaaS;6;8;3;6;8596;6.237405017415001E11;3.43367100648E11;
WindowsDaaS;6;8;4;5;8253;4.127008421250002E8;8.207956480655694E8;
WindowsDaaS;6;8;5;4;7957;5.527243421316965E7;4.76193279375E7;
WindowsDaaS;6;8;6;3;7489;17710.0;21280.0;
WindowsDaaS;6;8;7;4;7801;1.254912E7;1.955898E7;
WindowsDaaS;6;8;8;5;7988;1.4995218E9;1.5319395E9;
WindowsDaaS;6;8;9;6;8488;5.138807142857144E10;5.336453571428572E10;
WindowsDaaS;6;8;10;7;8847;3.542270510204082E12;3.418572174927114E12;
WindowsDaaS;6;8;11;8;9221;5.840879649908921E14;2.3711236518593472E14;
WindowsDaaS;6;8;12;7;8893;1.1128707482993202E14;1.5515061599044384E14;
WindowsDaaS;6;8;13;8;9299;5.451947013370081E15;7.612449465025965E15;
WindowsDaaS;6;8;14;7;8799;7.779070098332001E11;4.1437592494419666E11;
WindowsDaaS;6;8;15;8;9330;3.322350867520547E13;6.499654247718276E13;
WindowsDaaS;6;8;16;9;9579;8.421792931435256E15;9.57864538025332E15;
WindowsDaaS;6;8;17;8;9424;2.909541250503761E13;5.080564948168811E13;
WindowsDaaS;6;8;18;9;9299;5.135141329447968E15;4.872459848176387E15;
WindowsDaaS;6;8;19;8;9205;3.5369423510284424E12;1.4993474589843752E12;
WindowsDaaS;6;8;20;7;8893;1.0413333333333336E7;4.0483953125E7;
WindowsDaaS;6;8;21;8;9252;2.223008944519043E10;2.223008944519043E10;
WindowsDaaS;6;8;22;7;9064;2.319661507324219E9;2.8794300424804683E9;
WindowsDaaS;6;8;23;8;9361;0.0;0.0;
WindowsDaaS;6;8;24;9;9580;0.0;0.0;
WindowsDaaS;7;3;0;6;8814;4.511647516444444E9;3.0937011541333323E9;
WindowsDaaS;7;3;1;7;9143;3.202428776296295E10;3.736166905679012E10;
WindowsDaaS;7;3;2;8;9486;1.0154796296296299E13;1.4144180555555559E13;
WindowsDaaS;7;3;3;7;9049;7.16049140625E11;3.9780507812499994E11;
WindowsDaaS;7;3;4;6;8674;1.39755564E10;1.39755564E10;
WindowsDaaS;7;3;5;7;8534;1.79586875E11;1.79586875E11;
WindowsDaaS;7;3;6;8;9018;0.0;1.2088239980544E12;
WindowsDaaS;7;3;7;7;8674;4.029413326848E10;2.6862755512319996E10;
WindowsDaaS;7;3;8;6;7630;2.8339863552000004E8;2.8339863552000004E8;
WindowsDaaS;7;4;0;8;9282;2.3798712E14;3.3494483555555556E14;
WindowsDaaS;7;4;1;7;7739;2.242934166666666E12;2.242934166666666E12;
WindowsDaaS;7;4;2;8;8831;0.0;0.0;
WindowsDaaS;7;4;3;9;9673;0.0;0.0;
WindowsDaaS;7;5;0;6;8346;3.5223608744755206E11;3.5223608744755206E11;
WindowsDaaS;7;5;1;5;7676;6774468.75;6774468.75;
WindowsDaaS;7;5;2;4;7021;1.114884E7;1.393605E7;
WindowsDaaS;7;5;3;5;7489;3.327273369E9;4.436364492E9;
WindowsDaaS;7;5;4;4;6865;954180.0;954180.0;
WindowsDaaS;7;5;5;3;6755;4320.0;4320.0;
WindowsDaaS;7;5;6;4;6912;1310904.0;1310904.0;
WindowsDaaS;7;5;7;5;7786;7.6043448E7;1.3741498368E8;
WindowsDaaS;7;5;8;4;7552;8019000.0;1.1933035714285715E7;
WindowsDaaS;7;5;9;5;8004;1.2932355857142859E9;1.2311602776E9;
WindowsDaaS;7;5;10;4;7301;7.34067225E7;1.151478E8;
WindowsDaaS;7;5;11;3;6912;1.727217E7;1.727217E7;
WindowsDaaS;7;5;12;4;7552;1.7627538816000004E9;1.7627538816000004E9;
WindowsDaaS;7;5;13;3;7130;68040.00000000001;99791.99999999999;
WindowsDaaS;7;5;14;4;7380;1.31561472E7;2.2880255999999996E7;
WindowsDaaS;7;5;15;3;7036;595840.0000000001;595840.0000000001;
WindowsDaaS;7;5;16;4;7754;0.0;1.3300093951473214E8;
WindowsDaaS;7;5;17;3;7489;1216482.3;1216482.3;
WindowsDaaS;7;5;18;4;7847;3.4450778736E8;3.18988692E8;
WindowsDaaS;7;5;19;5;8269;5.8116454704E9;1.16232909408E10;
WindowsDaaS;7;5;20;6;8753;6.945851733333331E10;1.6164891306666663E11;
WindowsDaaS;7;5;21;5;7957;1.0103057066666664E10;2.020611413333333E10;
WindowsDaaS;7;5;22;6;8690;8.052442620891428E9;7.117057872E9;
WindowsDaaS;7;5;23;7;8893;1.2051526975488002E11;2.0696652958924802E11;
WindowsDaaS;7;5;24;6;8628;1.39121140999721E10;1.1638084585359377E10;
WindowsDaaS;7;6;0;8;9578;2.0161149153774558E15;1.2600718221109098E15;
WindowsDaaS;7;6;1;7;8956;1.769871288041472E13;3.3185086650777598E13;
WindowsDaaS;7;6;2;6;8643;5.4811164672E10;3.6540776448E10;
WindowsDaaS;7;6;3;5;8160;8.590124928000002E7;1.9089166506666663E8;
WindowsDaaS;7;6;4;6;8300;2.1139760565000004E10;2.1139760565000004E10;
WindowsDaaS;7;6;5;7;9018;3.288407199E11;3.54051841759E11;
WindowsDaaS;7;6;6;8;9611;1.381228192047407E13;1.3435194572799998E13;
WindowsDaaS;7;6;7;7;9127;5.84732601991837E10;8.770989029877551E10;
WindowsDaaS;7;6;8;6;8737;1.0441653606997086E9;1.2181929208163269E9;
WindowsDaaS;7;6;9;7;9096;0.0;3.0823761447855396E11;
WindowsDaaS;7;6;10;8;9595;4.161207795460478E13;6.935346325767464E13;
WindowsDaaS;7;6;11;7;9173;8.119429844800936E12;8.119429844800936E12;
WindowsDaaS;7;6;12;6;8800;2.330564848768929E12;2.330564848768929E12;
WindowsDaaS;7;6;13;5;7879;1.2918234085714289E10;1.2918234085714289E10;
WindowsDaaS;7;6;14;4;7661;1.2185755555555555E8;2.0309592592592594E8;
WindowsDaaS;7;6;15;5;8315;2.454606E10;3.1258656E10;
WindowsDaaS;7;6;16;6;7489;6.020878499999999E11;1.95961584E11;
WindowsDaaS;7;6;17;5;7552;NaN;NaN;
WindowsDaaS;7;6;18;6;8737;0.0;1.015E11;
WindowsDaaS;7;6;19;5;7676;NaN;NaN;
WindowsDaaS;7;6;20;6;8300;NaN;NaN;
WindowsDaaS;7;6;21;5;8020;0.0;1.6011756E8;
WindowsDaaS;7;6;22;4;6772;2.295808E7;2.6784426666666664E7;
WindowsDaaS;7;6;23;5;7957;2.3101568E9;2.1277760000000002E9;
WindowsDaaS;7;6;24;6;8581;9.2123136E10;5.5507949568E10;
WindowsDaaS;7;7;0;6;8627;5.639256401554286E11;5.639256401554286E11;
WindowsDaaS;7;7;1;5;8238;1.082094156E10;7.965965779200001E9;
WindowsDaaS;7;7;2;4;8035;7.6207163175E7;1.6920998402343747E8;
WindowsDaaS;7;7;3;3;7645;1607114.732142857;1607114.732142857;
WindowsDaaS;7;7;4;4;8035;5.368243942285715E8;3.2600671714285713E8;
WindowsDaaS;7;7;5;3;7505;1420508.5714285714;4089342.8571428573;
WindowsDaaS;7;7;6;4;7941;7.597414836734694E8;7.477455655102042E8;
WindowsDaaS;7;7;7;5;8285;1.1269742075892857E11;1.392144609375E11;
WindowsDaaS;7;7;8;6;8830;2.5110259200000005E12;3.574854803520001E12;
WindowsDaaS;7;7;9;5;8363;9.930152232000002E9;1.2237157296E10;
WindowsDaaS;7;7;10;4;7723;4.2356321279999995E8;7.045758720000001E8;
WindowsDaaS;7;7;11;3;7302;1589878.4000000001;1589878.4000000001;
WindowsDaaS;7;7;12;4;7817;1.4354330697142857E8;4.642251629714286E8;
WindowsDaaS;7;7;13;3;7318;6587090.60625;7841774.53125;
WindowsDaaS;7;7;14;4;7723;2.7766603361651783E9;3.1095669113839283E9;
WindowsDaaS;7;7;15;5;8020;2.0355346895926334E10;2.6099245447834827E10;
WindowsDaaS;7;7;16;6;8565;5.4559255212E11;1.300688928E12;
WindowsDaaS;7;7;17;5;8035;8.264223883928573E9;5.34039156E9;
WindowsDaaS;7;7;18;6;8456;9.1962144963E11;2.656469523616072E12;
WindowsDaaS;7;7;19;5;7801;5.222400000000001E9;5.222400000000001E9;
WindowsDaaS;7;7;20;6;8597;4.901595428571427E11;5.593406607359999E11;
WindowsDaaS;7;7;21;5;8159;1.420306804224E10;1.5309011997257141E10;
WindowsDaaS;7;7;22;6;8722;7.877923156974443E11;8.753247952193832E11;
WindowsDaaS;7;7;23;7;9002;6.863956678655999E11;9.027869491872E11;
WindowsDaaS;7;7;24;6;8721;2.0378544732E10;2.0378544732E10;
WindowsDaaS;7;8;0;6;8627;5.66457053170681E10;1.2288041510026932E11;
WindowsDaaS;7;8;1;7;8893;1.0928939175E14;2.4175721636718746E13;
WindowsDaaS;7;8;2;6;8753;6.30108989981543E10;9.451634849723145E10;
WindowsDaaS;7;8;3;7;9002;2.915238623961482E13;6.601883075025049E13;
WindowsDaaS;7;8;4;6;8721;1.270105535363069E11;1.4890892483567017E11;
WindowsDaaS;7;8;5;5;8316;5.873056350525001E9;8.5696595814375E9;
WindowsDaaS;7;8;6;4;7910;2.72297025E7;2.860494E7;
WindowsDaaS;7;8;7;5;8332;9.117824625E9;4.704786892361111E9;
WindowsDaaS;7;8;8;6;8815;8.659748373752169E11;4.7218517101490155E11;
WindowsDaaS;7;8;9;5;8206;6.549819290123455E9;1.4127061213991772E10;
WindowsDaaS;7;8;10;6;8737;3.3077189420572915E12;4.823756790500218E12;
WindowsDaaS;7;8;11;5;8316;1.3361466230357143E10;2.2228144747714287E10;
WindowsDaaS;7;8;12;4;7895;9.708874999999999E7;9.546796875000001E7;
WindowsDaaS;7;8;13;5;8269;3.968285234375001E10;4.097685839843751E10;
WindowsDaaS;7;8;14;4;7816;1.71406125E8;3.199581E8;
WindowsDaaS;7;8;15;5;8160;1.886084109E10;1.5324433385625E10;
WindowsDaaS;7;8;16;4;7754;2.012283E8;2.906631E8;
WindowsDaaS;7;8;17;3;7099;33783.75;46068.75;
WindowsDaaS;7;8;18;4;8097;3362512.5;4483350.0;
WindowsDaaS;7;8;19;3;7286;728722.2857142858;728722.2857142858;
WindowsDaaS;7;8;20;4;8035;3.846857142857143E7;4.808571428571429E7;
WindowsDaaS;7;8;21;5;8269;1.5495402383999999E9;1.6356258071999998E9;
WindowsDaaS;7;8;22;4;7879;8.048159999999999E8;1.34136E9;
WindowsDaaS;7;8;23;3;7161;8398080.0;1.39968E7;
WindowsDaaS;7;8;24;4;7708;1.9840464E9;1.0410119999999998E9;
WindowsDaaS;8;3;0;7;7363;3.1651974143999994E11;3.1651974143999994E11;
WindowsDaaS;8;3;1;6;7474;1.0060938280959998E11;1.0060938280959998E11;
WindowsDaaS;8;3;2;7;8175;2.4433707253759995E11;6.719269494784E11;
WindowsDaaS;8;3;3;6;7286;2.9205749760000005E9;2.9205749760000005E9;
WindowsDaaS;8;3;4;7;7582;1.659322368E11;1.659322368E11;
WindowsDaaS;8;3;5;8;7755;NaN;NaN;
WindowsDaaS;8;3;6;9;8160;NaN;NaN;
WindowsDaaS;8;3;7;8;7583;NaN;NaN;
WindowsDaaS;8;3;8;9;8362;NaN;NaN;
WindowsDaaS;8;3;9;10;8378;NaN;NaN;
WindowsDaaS;8;3;10;9;8410;NaN;NaN;
WindowsDaaS;8;3;11;8;9455;0.0;2846666.6666666674;
WindowsDaaS;8;3;12;9;9595;1.03796875E9;1.03796875E9;
WindowsDaaS;8;3;13;8;8705;1.1532986111111115E8;7.208116319444448E7;
WindowsDaaS;8;3;14;7;8925;25552.592592592595;42240.0;
WindowsDaaS;8;3;15;6;7660;12473.41563786008;36156.049382716046;
WindowsDaaS;8;3;16;5;6822;2369.25;2369.25;
WindowsDaaS;8;3;17;4;6870;789.75;789.75;
WindowsDaaS;8;3;18;3;6509;1871.9999999999998;2808.0;
WindowsDaaS;8;3;19;4;6604;NaN;NaN;
WindowsDaaS;8;3;20;5;6993;NaN;NaN;
WindowsDaaS;8;3;21;4;6790;NaN;NaN;
WindowsDaaS;8;3;22;5;7399;NaN;NaN;
WindowsDaaS;8;3;23;6;8522;4.5944496E8;1.491690816E9;
WindowsDaaS;8;3;24;7;8259;NaN;NaN;
WindowsDaaS;8;4;0;7;7878;0.0;0.0;
WindowsDaaS;8;4;1;6;7087;0.0;0.0;
WindowsDaaS;8;4;2;5;6634;0.0;0.0;
WindowsDaaS;8;4;3;4;6962;0.0;0.0;
WindowsDaaS;8;4;4;5;6900;0.0;0.0;
WindowsDaaS;8;4;5;6;7010;NaN;NaN;
WindowsDaaS;8;4;6;7;7728;NaN;NaN;
WindowsDaaS;8;4;7;8;8179;NaN;NaN;
WindowsDaaS;8;4;8;9;8647;NaN;NaN;
WindowsDaaS;8;4;9;8;9067;0.0;0.0;
WindowsDaaS;8;4;10;7;8834;0.0;0.0;
WindowsDaaS;8;4;11;8;8664;NaN;NaN;
WindowsDaaS;8;4;12;9;9086;NaN;NaN;
WindowsDaaS;8;4;13;10;9788;NaN;NaN;
WindowsDaaS;8;4;14;9;9567;0.0;0.0;
WindowsDaaS;8;4;15;10;10114;0.0;0.0;
WindowsDaaS;8;4;16;9;8818;NaN;NaN;
WindowsDaaS;8;4;17;8;9067;0.0;0.0;
WindowsDaaS;8;4;18;7;7275;NaN;NaN;
WindowsDaaS;8;4;19;8;9163;0.0;0.0;
WindowsDaaS;8;4;20;7;8007;NaN;NaN;
WindowsDaaS;8;4;21;8;8602;NaN;NaN;
WindowsDaaS;8;4;22;9;9754;0.0;0.0;
WindowsDaaS;8;4;23;8;9629;0.0;0.0;
WindowsDaaS;8;4;24;9;9879;0.0;0.0;
WindowsDaaS;8;5;0;9;9516;1.81294358775552E15;3.8241778804218E15;
WindowsDaaS;8;5;1;8;9286;5.739994089522E11;5.2025752880639996E11;
WindowsDaaS;8;5;2;7;8943;2.42061534E8;3.644126366400001E8;
WindowsDaaS;8;5;3;6;8677;2.863106064E7;8.8577343855E7;
WindowsDaaS;8;5;4;7;8944;1.798145661312E10;1.5733774536479998E10;
WindowsDaaS;8;5;5;6;8710;3.200928192E8;4.655895552000001E8;
WindowsDaaS;8;5;6;5;8164;1693612.8000000003;4618944.0;
WindowsDaaS;8;5;7;6;8615;1.5387463728000002E9;1.5387463728000002E9;
WindowsDaaS;8;5;8;5;7804;1.627520202E7;1.66126464E7;
WindowsDaaS;8;5;9;6;8132;3.301763472E9;3.9621161663999996E9;
WindowsDaaS;8;5;10;5;7320;5.50293912E8;5.50293912E8;
WindowsDaaS;8;5;11;4;6884;1730484.0000000002;1730484.0000000002;
WindowsDaaS;8;5;12;3;7400;160230.0;213640.0;
WindowsDaaS;8;5;13;4;7398;2.59896E7;3.2487E7;
WindowsDaaS;8;5;14;3;6650;95550.0;114660.0;
WindowsDaaS;8;5;15;4;7008;NaN;NaN;
WindowsDaaS;8;5;16;5;7665;0.0;3.2968847183999996E9;
WindowsDaaS;8;5;17;6;8085;NaN;NaN;
WindowsDaaS;8;5;18;7;8256;NaN;NaN;
WindowsDaaS;8;5;19;6;7312;NaN;NaN;
WindowsDaaS;8;5;20;5;7025;NaN;NaN;
WindowsDaaS;8;5;21;4;6792;NaN;NaN;
WindowsDaaS;8;5;22;3;6573;11013.107142857141;21604.725;
WindowsDaaS;8;5;23;4;6822;9422860.799999999;9422860.799999999;
WindowsDaaS;8;5;24;3;6525;11202.449999999999;11202.449999999999;
WindowsDaaS;8;6;0;9;9594;1.9264949412580512E16;3.334947201720904E16;
WindowsDaaS;8;6;1;10;9974;1.5680149676921582E19;1.3843197992311226E19;
WindowsDaaS;8;6;2;9;9442;2.5872625834717332E16;7.6672494894716096E16;
WindowsDaaS;8;6;3;10;9943;2.3139980129883677E19;6.0356777568169636E18;
WindowsDaaS;8;6;4;9;9536;1.929105080142068E16;1.09746065516153344E17;
WindowsDaaS;8;6;5;8;9335;1.621235535745644E15;1.621235535745644E15;
WindowsDaaS;8;6;6;9;9723;3.6569729492669824E17;3.6569729492669824E17;
WindowsDaaS;8;6;7;8;9426;3.149539453125E14;9.15010431780134E13;
WindowsDaaS;8;6;8;7;8819;8.352099055156861E12;9.578146528372502E12;
WindowsDaaS;8;6;9;8;9473;2.9193200334777825E14;4.311812754272461E14;
WindowsDaaS;8;6;10;9;9761;6.941784014648438E14;1.1830279917755128E15;
WindowsDaaS;8;6;11;8;9473;2.920868499541932E13;2.9010145353307312E13;
WindowsDaaS;8;6;12;7;9038;1.9200033619199997E11;1.6320028576319998E11;
WindowsDaaS;8;6;13;8;9396;2.2384797692249194E12;3.296857761494396E12;
WindowsDaaS;8;6;14;7;8917;1.5576504817371428E9;2.052737044897959E8;
WindowsDaaS;8;6;15;8;9354;7.581431970262389E10;1.1835766632472559E12;
WindowsDaaS;8;6;16;9;9536;1.3051155290353373E14;9.117854666769655E13;
WindowsDaaS;8;6;17;8;9319;8.43551521391107E10;1.1784094417812987E11;
WindowsDaaS;8;6;18;9;9582;7.046999439897167E13;3.2163588418595535E13;
WindowsDaaS;8;6;19;8;9350;7.897331762907426E10;2.5286950852020004E11;
WindowsDaaS;8;6;20;9;9551;6.882733141311132E12;1.4134160144057637E13;
WindowsDaaS;8;6;21;8;9256;1.4218330905537944E12;6.545469323250001E11;
WindowsDaaS;8;6;22;7;8725;2.893946476113E11;2.6205743619647998E11;
WindowsDaaS;8;6;23;6;8584;3.62314458E9;8.316882636614999E9;
WindowsDaaS;8;6;24;7;8945;9.07680904901699E9;1.5408531489085228E10;
WindowsDaaS;8;7;0;9;9531;4.6576029869964E16;2.6776790382870992E16;
WindowsDaaS;8;7;1;10;10145;0.0;6.78797770752E17;
WindowsDaaS;8;7;2;9;9661;1.4881921952824952E15;1.8114774839629102E15;
WindowsDaaS;8;7;3;10;9958;1.94969361089250048E17;7.2993652194684378E17;
WindowsDaaS;8;7;4;9;9536;2.430258304373177E11;2.3683580374843805E11;
WindowsDaaS;8;7;5;8;9241;4.533185306122448E9;4.993040718367347E9;
WindowsDaaS;8;7;6;7;8865;6.3316212890625015E7;7.161997851562501E7;
WindowsDaaS;8;7;7;8;9210;5.6459041085302734E10;2.6214988078125E10;
WindowsDaaS;8;7;8;9;9397;1.3867193693571436E12;4.653614091453061E12;
WindowsDaaS;8;7;9;8;9161;3.4934031671531067E11;4.625524563915687E11;
WindowsDaaS;8;7;10;7;8818;9.036433824499512E9;8.1921837744140625E9;
WindowsDaaS;8;7;11;8;9257;6.606445312499999E11;1.003766784667969E12;
WindowsDaaS;8;7;12;7;8865;1.1648106863839287E10;7.0200087890625E9;
WindowsDaaS;8;7;13;6;8554;1637402.34375;2983258.928571428;
WindowsDaaS;8;7;14;7;8850;6.328770727040815E8;5.632765764508926E9;
WindowsDaaS;8;7;15;6;8537;4.687605551020409E8;4.4241313959183663E8;
WindowsDaaS;8;7;16;7;8928;0.0;4.399630215750002E9;
WindowsDaaS;8;7;17;6;8708;1043813.3125000003;1065409.4500000002;
WindowsDaaS;8;7;18;7;8943;1277031.8750000002;1277031.8750000002;
WindowsDaaS;8;7;19;8;9208;7.502562265625E7;2.612196461875E8;
WindowsDaaS;8;7;20;9;9598;1.426579748727467E11;6.13682895993208E10;
WindowsDaaS;8;7;21;10;10207;1.68787988635242E12;4.301266581367465E12;
WindowsDaaS;8;7;22;9;9520;3.360364516693333E10;1.1447772413283261E11;
WindowsDaaS;8;7;23;8;9318;6.1082769996293884E10;6.24401648851004E10;
WindowsDaaS;8;7;24;9;9740;3.2376381792274277E12;2.1378969498702856E12;
WindowsDaaS;8;8;0;7;8939;2.48303195712E12;2.81222179992E12;
WindowsDaaS;8;8;1;8;9241;1.2408797972532541E13;1.9883177503449594E13;
WindowsDaaS;8;8;2;7;8958;1.515738483072916E11;2.978072181673597E11;
WindowsDaaS;8;8;3;6;8663;3.7839034778911576E9;2.6812806000971823E9;
WindowsDaaS;8;8;4;7;8896;3.5593999966290094E11;1.2508447877604167E11;
WindowsDaaS;8;8;5;6;8610;5.3617711996307816E10;5.051253862717732E10;
WindowsDaaS;8;8;6;5;8133;4.055422369710937E7;9.610446183749999E7;
