sep=;
Input;Time (ms);Desired Location;Desired OS;Desired dedication;Desired period;Desired storage;Desired usage;Desired ECU;Desired RAM;Desired ssd;Result Location;Result OS;Result Dedication;Result Purchase;Result Instance;Result EBS;Total Cost;Cost Month;Cost Hour;ECU;Cores;RAM;SSD;Storage;EBS Storage;Signed Usage;Period;
Config 518.fmc; 395;Dedicated;RedHat;SIN;8;368;572;53.0;28.0;1;SIN;RedHat;Dedicated;OnDemand;C3_4xlarge;ssdEBS;15119.0;1889928.0;1.294;55.0;16.0;30.0;1.0;368.0;48.0;572.0;8.0;
Config 519.fmc; 434;Dedicated;RedHat;AsiaOceania;17;3788;572;55.0;222.0;1;SIN;RedHat;Dedicated;OneYearMedium;I2_8xlarge;null;62690.0;2675816.0;2.678;104.0;32.0;244.0;1.0;6400.0;0.0;572.0;17.0;
Config 52.fmc; 549;Dedicated;Suse;AUS;16;280;415;5.0;5.0;0;Sydney;Suse;Dedicated;OneYearMedium;M2_xlarge;null;14672.0;875650.0;0.11;6.5;2.0;17.1;0.0;420.0;0.0;415.0;16.0;
Config 520.fmc; 891;Dedicated;RedHat;AsiaOceania;17;993;572;17.0;7.0;0;SIN;RedHat;Dedicated;OneYearMedium;C1_xlarge;null;25435.0;1402544.0;0.452;20.0;8.0;7.0;0.0;1680.0;0.0;572.0;17.0;
Config 521.fmc; 554;Public;Suse;ORE;37;117;206;7.0;25.0;0;ORE;Suse;Public;OneYearMedium;M2_2xlarge;null;2245.0;34402.0;0.167;13.0;4.0;34.2;0.0;850.0;0.0;206.0;37.0;
Config 522.fmc; 268;Public;Suse;ORE;37;4848;206;57.0;186.0;0;ORE;Suse;Public;OneYearMedium;I2_8xlarge;null;33258.0;570826.0;2.771;104.0;32.0;244.0;1.0;6400.0;0.0;206.0;37.0;
Config 523.fmc; 871;Public;Suse;Europe;46;742;84;2.0;2.0;0;IR;Suse;Public;OneYearMedium;M1_large;null;943.0;7560.0;0.09;4.0;2.0;7.5;0.0;840.0;0.0;84.0;46.0;
Config 524.fmc; 523;Public;Suse;Europe;46;742;84;45.0;32.0;1;IR;Suse;Public;OneYearMedium;C3_8xlarge;ssdEBS;8262.0;82200.0;0.845;108.0;32.0;60.0;1.0;742.0;102.0;84.0;46.0;
Config 525.fmc; 379;Dedicated;WindowsSQLServer;AUS;46;2729;208;97.0;174.0;1;Sydney;WindowsSQLWeb;Dedicated;OnDemand;I2_8xlarge;null;118049.0;2566304.0;10.338;104.0;32.0;244.0;1.0;6400.0;0.0;208.0;46.0;
Config 526.fmc; 522;Dedicated;WindowsSQLServer;AUS;46;870;208;15.0;5.0;1;Sydney;WindowsSQLWeb;Dedicated;OnDemand;C3_2xlarge;ssdEBS;34450.0;748928.0;1.191;28.0;8.0;15.0;1.0;870.0;710.0;208.0;46.0;
Config 527.fmc; 490;Dedicated;WindowsSQLServer;VA;7;495;86;60.0;12.0;1;VA;WindowsSQLWeb;Dedicated;OnDemand;R3_8xlarge;null;3608.0;515570.0;3.995;104.0;32.0;244.0;1.0;640.0;0.0;86.0;7.0;
Config 528.fmc; 490;Dedicated;WindowsSQLServer;VA;7;8376;86;99.0;138.0;0;Invalid;
Config 529.fmc; 933;Public;Windows;JP;27;619;451;19.0;9.0;0;Tokyo;Windows;Public;OneYearMedium;C3_2xlarge;ssdEBS;9040.0;283737.0;0.507;28.0;8.0;15.0;1.0;619.0;459.0;451.0;27.0;
Config 53.fmc; 464;Public;Linux;JP;45;29;49;39.0;21.0;0;Tokyo;Linux;Public;OnDemand;C3_4xlarge;null;2249.0;49980.0;1.02;55.0;16.0;30.0;1.0;320.0;0.0;49.0;45.0;
Config 530.fmc; 484;Public;Windows;JP;27;619;451;29.0;20.0;0;Tokyo;Windows;Public;OneYearMedium;C3_4xlarge;ssdEBS;16050.0;492292.0;1.012;55.0;16.0;30.0;1.0;619.0;299.0;451.0;27.0;
Config 531.fmc; 484;Public;Windows;SouthAmerica;36;6082;329;53.0;53.0;0;Invalid;
Config 532.fmc; 627;Public;Windows;SouthAmerica;36;244;329;12.0;2.0;1;SaoPaulo;Windows;Public;OneYearMedium;C3_xlarge;ssdEBS;6692.0;98605.0;0.205;14.0;4.0;7.5;1.0;244.0;164.0;329.0;36.0;
Config 533.fmc; 383;Dedicated;WindowsSQLStd;Europe;36;372;453;52.0;16.0;1;IR;WindowsSQLStd;Dedicated;OneYearMedium;C3_4xlarge;ssdEBS;83818.0;2048297.0;2.509;55.0;16.0;30.0;1.0;372.0;52.0;453.0;36.0;
Config 534.fmc; 282;Dedicated;WindowsSQLStd;Europe;36;7317;332;48.0;162.0;1;IR;WindowsSQLStd;Dedicated;OneYearMedium;I2_8xlarge;ssdEBS;132608.0;3231630.0;7.43;104.0;32.0;244.0;1.0;7317.0;917.0;332.0;36.0;
Config 535.fmc; 636;Dedicated;LinuxBased;SIN;46;998;332;18.0;8.0;1;SIN;Linux;Dedicated;OneYearMedium;C3_2xlarge;ssdEBS;40254.0;847228.0;0.249;28.0;8.0;15.0;1.0;998.0;838.0;332.0;46.0;
Config 536.fmc; 697;Dedicated;LinuxBased;SIN;46;998;696;21.0;24.0;0;SIN;Linux;Dedicated;ThreeYearsMedium;M2_4xlarge;null;76857.0;1611240.0;0.315;26.0;8.0;68.4;0.0;1680.0;0.0;696.0;46.0;
Config 537.fmc; 435;Public;WindowsSQLWeb;NorthAmerica;17;5023;696;95.0;210.0;0;VA;WindowsSQLWeb;Public;OneYearHeavy;I2_8xlarge;null;42981.0;1673160.0;2.292;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;17.0;
Config 538.fmc; 1747;Public;WindowsSQLWeb;NorthAmerica;17;746;574;6.0;6.0;0;VA;WindowsSQLWeb;Public;OneYearMedium;M2_xlarge;StdEBS;3287.0;152912.0;0.238;6.5;2.0;17.1;0.0;746.0;326.0;574.0;17.0;
Config 539.fmc; 557;Public;WindowsSQLWeb;CA;26;746;574;36.0;35.0;0;CA;WindowsSQLWeb;Public;OneYearHeavy;CC2_8xlarge;null;17033.0;448220.0;0.614;88.0;32.0;60.5;0.0;3360.0;0.0;730.0;26.0;
Config 54.fmc; 557;Dedicated;Linux;SouthAmerica;6;3891;658;38.0;98.0;1;Invalid;
Config 540.fmc; 281;Public;WindowsSQLWeb;CA;26;1669;698;89.0;113.0;1;CA;WindowsSQLWeb;Public;OneYearHeavy;I2_8xlarge;null;58040.0;1673160.0;2.292;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;26.0;
Config 541.fmc; 573;Dedicated;WindowsBased;SouthAmerica;26;874;698;14.0;4.0;1;SaoPaulo;Windows;Dedicated;OneYearHeavy;C3_xlarge;ssdEBS;47654.0;1717440.0;0.146;14.0;4.0;7.5;1.0;874.0;794.0;730.0;26.0;
Config 542.fmc; 531;Dedicated;WindowsBased;SouthAmerica;26;874;577;20.0;12.0;1;SaoPaulo;Windows;Dedicated;OneYearMedium;C3_2xlarge;ssdEBS;47227.0;1550464.0;0.452;28.0;8.0;15.0;1.0;874.0;714.0;577.0;26.0;
Config 543.fmc; 531;Dedicated;Linux;AUS;36;8552;577;44.0;234.0;1;Invalid;
Config 544.fmc; 677;Dedicated;Linux;AUS;36;500;210;3.0;3.0;0;Sydney;Linux;Dedicated;OneYearMedium;M1_large;null;16326.0;439950.0;0.095;4.0;2.0;7.5;0.0;840.0;0.0;210.0;36.0;
Config 545.fmc; 1045;Public;LinuxBased;AsiaOceania;7;623;210;28.0;39.0;0;SIN;Linux;Public;OnDemand;R3_4xlarge;ssdEBS;2724.0;389160.0;1.68;52.0;16.0;122.0;1.0;623.0;303.0;210.0;7.0;
Config 546.fmc; 420;Public;LinuxBased;AsiaOceania;7;6258;89;46.0;198.0;0;Tokyo;Linux;Public;OnDemand;I2_8xlarge;null;4986.0;712356.0;8.004;104.0;32.0;244.0;1.0;6400.0;0.0;89.0;7.0;
Config 547.fmc; 997;Public;WindowsBased;JP;17;249;89;9.0;9.0;0;Tokyo;Windows;Public;OnDemand;M2_2xlarge;null;1066.0;62745.0;0.705;13.0;4.0;34.2;0.0;850.0;0.0;89.0;17.0;
Config 548.fmc; 443;Dedicated;RedHat;JP;47;359;444;9.0;18.0;1;Tokyo;RedHat;Dedicated;OneYearMedium;R3_xlarge;ssdEBS;49380.0;1018272.0;0.218;13.0;4.0;30.5;1.0;359.0;279.0;444.0;47.0;
Config 549.fmc; 243;Dedicated;RedHat;JP;47;6791;444;27.0;138.0;1;Tokyo;RedHat;Dedicated;ThreeYearsMedium;I2_8xlarge;ssdEBS;116599.0;1910832.0;2.198;104.0;32.0;244.0;1.0;6791.0;391.0;444.0;47.0;
Config 55.fmc; 646;Dedicated;Windows;Europe;6;782;51;2.0;2.0;1;IR;Windows;Dedicated;OnDemand;I2_xlarge;null;939.0;156570.0;1.07;14.0;4.0;30.5;1.0;800.0;0.0;51.0;6.0;
Config 550.fmc; 406;Dedicated;RedHat;SouthAmerica;8;984;322;4.0;4.0;1;SaoPaulo;RedHat;Dedicated;OnDemand;M3_large;ssdEBS;7291.0;911498.0;0.269;6.5;2.0;7.5;1.0;984.0;952.0;322.0;8.0;
Config 551.fmc; 338;Dedicated;RedHat;SouthAmerica;8;108;687;33.0;26.0;0;SaoPaulo;RedHat;Dedicated;OnDemand;C3_4xlarge;null;19565.0;2445720.0;1.56;55.0;16.0;30.0;1.0;320.0;0.0;687.0;8.0;
Config 552.fmc; 383;Public;Suse;SIN;28;4497;687;29.0;187.0;0;SIN;Suse;Public;OneYearHeavy;I2_8xlarge;null;57934.0;1314000.0;1.8;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;28.0;
Config 553.fmc; 872;Public;Suse;SIN;28;733;565;13.0;3.0;0;SIN;Suse;Public;OneYearMedium;M2_2xlarge;null;4001.0;106785.0;0.189;13.0;4.0;34.2;0.0;850.0;0.0;565.0;28.0;
Config 554.fmc; 859;Public;Suse;AsiaOceania;37;733;565;48.0;37.0;0;SIN;Suse;Public;OneYearHeavy;R3_4xlarge;ssdEBS;18894.0;337910.0;0.395;52.0;16.0;122.0;1.0;733.0;413.0;730.0;37.0;
Config 555.fmc; 638;Public;Suse;AsiaOceania;37;2378;689;23.0;90.0;1;SIN;Suse;Public;OneYearHeavy;I2_4xlarge;null;35130.0;661380.0;0.906;53.0;16.0;122.0;1.0;3200.0;0.0;730.0;37.0;
Config 556.fmc; 1251;Dedicated;WindowsSQLServer;NorthAmerica;37;861;689;1.0;1.0;1;VA;WindowsSQLStd;Dedicated;OneYearMedium;M3_medium;ssdEBS;58983.0;1577385.0;0.165;3.0;1.0;3.75;1.0;861.0;857.0;689.0;37.0;
Config 557.fmc; 209;Dedicated;WindowsSQLWeb;ORE;47;487;568;32.0;14.0;1;ORE;WindowsSQLWeb;Dedicated;OnDemand;C3_4xlarge;ssdEBS;117793.0;2506244.0;2.383;55.0;16.0;30.0;1.0;487.0;167.0;568.0;47.0;
Config 558.fmc; 209;Dedicated;WindowsSQLWeb;ORE;47;8026;568;67.0;211.0;1;Invalid;
Config 559.fmc; 536;Public;Windows;AUS;18;610;201;10.0;10.0;0;Sydney;Windows;Public;OnDemand;M2_2xlarge;null;2684.0;149142.0;0.742;13.0;4.0;34.2;0.0;850.0;0.0;201.0;18.0;
Config 56.fmc; 481;Dedicated;Windows;Europe;6;407;660;37.0;39.0;0;IR;Windows;Dedicated;OnDemand;R3_4xlarge;ssdEBS;16443.0;2740650.0;2.138;52.0;16.0;122.0;1.0;407.0;87.0;660.0;6.0;
Config 560.fmc; 423;Public;Windows;AUS;18;610;201;40.0;10.0;0;Sydney;Windows;Public;OneYearMedium;C3_4xlarge;ssdEBS;6993.0;229569.0;0.969;55.0;16.0;30.0;1.0;610.0;290.0;201.0;18.0;
Config 561.fmc; 350;Public;Windows;VA;27;5731;79;68.0;174.0;0;VA;Windows;Public;OneYearLight;I2_8xlarge;null;13500.0;309206.0;3.914;104.0;32.0;244.0;1.0;6400.0;0.0;79.0;27.0;
Config 562.fmc; 555;Public;Windows;VA;27;235;79;15.0;5.0;0;VA;Windows;Public;OnDemand;C1_xlarge;null;1791.0;66360.0;0.84;20.0;8.0;7.0;0.0;1680.0;0.0;79.0;27.0;
Config 563.fmc; 575;Dedicated;WindowsSQLStd;AsiaOceania;27;363;203;23.0;17.0;1;SIN;WindowsSQLStd;Dedicated;OneYearMedium;M3_2xlarge;ssdEBS;23558.0;692839.0;1.293;26.0;8.0;30.0;1.0;363.0;203.0;203.0;27.0;
Config 564.fmc; 575;Dedicated;WindowsSQLStd;AsiaOceania;27;6966;203;108.0;162.0;1;Invalid;
Config 565.fmc; 1060;Dedicated;LinuxBased;JP;37;989;82;9.0;9.0;1;Tokyo;Linux;Dedicated;OneYearLight;I2_xlarge;ssdEBS;9752.0;235470.0;0.595;14.0;4.0;30.5;1.0;989.0;189.0;82.0;37.0;
Config 566.fmc; 542;Dedicated;LinuxBased;JP;37;989;82;39.0;29.0;1;Tokyo;Linux;Dedicated;OnDemand;C3_4xlarge;ssdEBS;12445.0;336366.0;1.123;55.0;16.0;30.0;1.0;989.0;669.0;82.0;37.0;
Config 567.fmc; 280;Public;WindowsSQLWeb;Europe;8;4672;446;21.0;126.0;0;IR;WindowsSQLWeb;Public;OneYearMedium;I2_8xlarge;null;26967.0;1453960.0;3.26;104.0;32.0;244.0;1.0;6400.0;0.0;446.0;12.0;
Config 568.fmc; 937;Public;WindowsSQLWeb;Europe;8;112;446;12.0;2.0;0;IR;WindowsSQLWeb;Public;OnDemand;C3_xlarge;ssdEBS;1962.0;245252.0;0.542;14.0;4.0;7.5;1.0;112.0;32.0;446.0;8.0;
Config 569.fmc; 527;Public;WindowsSQLStd;SIN;18;738;325;8.0;37.0;0;SIN;WindowsSQLStd;Public;OneYearMedium;M2_4xlarge;null;14710.0;497250.0;1.53;26.0;8.0;68.4;0.0;1680.0;0.0;325.0;18.0;
Config 57.fmc; 521;Public;Windows;ORE;15;1772;660;32.0;50.0;0;ORE;Windows;Public;OneYearHeavy;I2_4xlarge;null;24635.0;1157050.0;1.585;53.0;16.0;122.0;1.0;3200.0;0.0;730.0;15.0;
Config 570.fmc; 376;Public;WindowsSQLStd;SIN;18;1319;325;65.0;42.0;1;SIN;WindowsSQLStd;Public;OneYearMedium;C3_8xlarge;ssdEBS;48324.0;1666505.0;4.877;108.0;32.0;60.0;1.0;1319.0;679.0;325.0;18.0;
Config 571.fmc; 669;Dedicated;WindowsBased;VA;17;865;448;5.0;5.0;1;VA;Windows;Dedicated;OneYearMedium;M3_large;ssdEBS;18268.0;1042916.0;0.142;6.5;2.0;7.5;1.0;865.0;833.0;448.0;17.0;
Config 572.fmc; 590;Dedicated;WindowsBased;VA;17;865;448;30.0;13.0;1;VA;Windows;Dedicated;OneYearMedium;C3_4xlarge;ssdEBS;26525.0;1375204.0;0.948;55.0;16.0;30.0;1.0;865.0;545.0;448.0;17.0;
Config 573.fmc; 590;Dedicated;Linux;NorthAmerica;27;8201;327;59.0;150.0;1;Invalid;
Config 574.fmc; 672;Dedicated;Linux;NorthAmerica;27;491;691;14.0;4.0;0;VA;Linux;Dedicated;OneYearMedium;C3_xlarge;ssdEBS;40618.0;1482526.0;0.086;14.0;4.0;7.5;1.0;491.0;411.0;691.0;27.0;
Config 575.fmc; 489;Public;LinuxBased;SouthAmerica;46;614;691;54.0;40.0;0;SaoPaulo;Linux;Public;OneYearHeavy;C3_8xlarge;null;28570.0;385440.0;0.528;108.0;32.0;60.0;1.0;640.0;0.0;730.0;46.0;
Config 576.fmc; 489;Public;LinuxBased;SouthAmerica;46;9260;691;106.0;114.0;0;Invalid;
Config 577.fmc; 687;Public;WindowsBased;AUS;8;240;570;20.0;10.0;0;Sydney;Windows;Public;OnDemand;C3_2xlarge;ssdEBS;4422.0;552810.0;0.953;28.0;8.0;15.0;1.0;240.0;80.0;570.0;8.0;
Config 578.fmc; 760;Public;WindowsBased;AUS;8;240;570;6.0;31.0;1;Sydney;Windows;Public;OnDemand;R3_2xlarge;ssdEBS;5968.0;746040.0;1.292;26.0;8.0;61.0;1.0;240.0;80.0;570.0;8.0;
Config 579.fmc; 294;Dedicated;RedHat;CA;44;4165;26;68.0;160.0;1;CA;RedHat;Dedicated;OneYearLight;I2_8xlarge;null;10888.0;130364.0;3.014;104.0;32.0;244.0;1.0;6400.0;0.0;26.0;44.0;
Config 58.fmc; 999;Public;RedHat;NorthAmerica;35;531;294;11.0;1.0;0;VA;RedHat;Public;OneYearMedium;M2_2xlarge;null;2674.0;54096.0;0.184;13.0;4.0;34.2;0.0;850.0;0.0;294.0;35.0;
Config 580.fmc; 661;Dedicated;RedHat;CA;44;596;26;16.0;6.0;0;CA;RedHat;Dedicated;OnDemand;C1_xlarge;null;3181.0;72306.0;0.781;20.0;8.0;7.0;0.0;1680.0;0.0;26.0;44.0;
Config 581.fmc; 490;Public;Windows;Europe;6;222;636;22.0;12.0;0;IR;Windows;Public;OnDemand;C3_2xlarge;ssdEBS;2910.0;485092.0;0.752;28.0;8.0;15.0;1.0;222.0;62.0;636.0;6.0;
Config 582.fmc; 251;Public;Windows;Europe;6;9813;636;23.0;76.0;0;IR;Windows;Public;OnDemand;HS1_8xlarge;null;18816.0;3136116.0;4.931;35.0;16.0;117.0;0.0;49152.0;0.0;636.0;6.0;
Config 583.fmc; 586;Public;Windows;Europe;6;222;636;2.0;2.0;0;IR;Windows;Public;OnDemand;M1_medium;null;568.0;94764.0;0.149;2.0;1.0;3.75;0.0;410.0;0.0;636.0;6.0;
Config 584.fmc; 712;Public;Suse;VA;25;345;269;30.0;39.0;0;VA;Suse;Public;OneYearMedium;R3_4xlarge;ssdEBS;6852.0;110907.0;0.403;52.0;16.0;122.0;1.0;345.0;25.0;269.0;25.0;
Config 585.fmc; 313;Public;Suse;VA;25;1871;269;70.0;124.0;0;VA;Suse;Public;OneYearMedium;I2_8xlarge;null;24451.0;492539.0;1.831;104.0;32.0;244.0;1.0;6400.0;0.0;269.0;25.0;
Config 586.fmc; 900;Public;Suse;VA;25;345;269;5.0;1.0;1;VA;Suse;Public;OneYearMedium;C3_large;ssdEBS;1578.0;44750.0;0.05;7.0;2.0;3.75;1.0;345.0;313.0;269.0;25.0;
Config 587.fmc; 557;Dedicated;RedHat;NorthAmerica;35;971;148;46.0;20.0;1;VA;RedHat;Dedicated;OneYearMedium;C3_4xlarge;ssdEBS;17521.0;433176.0;0.487;55.0;16.0;30.0;1.0;971.0;651.0;148.0;35.0;
Config 588.fmc; 557;Dedicated;RedHat;NorthAmerica;35;7519;148;25.0;40.0;1;Invalid;
Config 589.fmc; 716;Dedicated;RedHat;NorthAmerica;35;971;148;19.0;9.0;1;VA;RedHat;Dedicated;OneYearMedium;C3_2xlarge;ssdEBS;16014.0;423868.0;0.316;28.0;8.0;15.0;1.0;971.0;811.0;148.0;35.0;
Config 59.fmc; 946;Public;RedHat;NorthAmerica;35;156;172;6.0;16.0;1;VA;RedHat;Public;OneYearMedium;R3_xlarge;ssdEBS;2189.0;34776.0;0.158;13.0;4.0;30.5;1.0;156.0;76.0;172.0;35.0;
Config 590.fmc; 210;Dedicated;WindowsSQLWeb;JP;35;99;272;14.0;16.0;1;Tokyo;WindowsSQLWeb;Dedicated;OnDemand;I2_xlarge;null;31920.0;912016.0;1.353;14.0;4.0;30.5;1.0;800.0;0.0;272.0;35.0;
Config 591.fmc; 210;Dedicated;WindowsSQLWeb;JP;35;8754;272;65.0;233.0;1;Invalid;
Config 592.fmc; 244;Dedicated;WindowsSQLWeb;JP;35;724;150;4.0;4.0;0;Tokyo;WindowsSQLWeb;Dedicated;OnDemand;M1_large;null;13014.0;371850.0;0.479;4.0;2.0;7.5;0.0;840.0;0.0;150.0;35.0;
Config 593.fmc; 427;Public;WindowsSQLWeb;SouthAmerica;44;724;150;29.0;27.0;0;SaoPaulo;WindowsSQLWeb;Public;OnDemand;C3_4xlarge;ssdEBS;20709.0;470660.0;2.626;55.0;16.0;30.0;1.0;724.0;404.0;150.0;44.0;
Config 594.fmc; 427;Public;WindowsSQLWeb;SouthAmerica;44;5400;150;108.0;197.0;0;Invalid;
Config 595.fmc; 823;Public;WindowsSQLServer;SIN;16;848;515;8.0;8.0;0;SIN;WindowsSQLWeb;Public;OneYearMedium;M1_xlarge;null;4747.0;218875.0;0.425;8.0;4.0;15.0;0.0;1680.0;0.0;515.0;16.0;
Config 596.fmc; 722;Public;WindowsSQLServer;SIN;16;848;515;38.0;35.0;1;SIN;WindowsSQLWeb;Public;OneYearMedium;R3_4xlarge;ssdEBS;17095.0;550550.0;0.946;52.0;16.0;122.0;1.0;848.0;528.0;515.0;16.0;
Config 597.fmc; 554;Dedicated;WindowsSQLServer;AsiaOceania;25;3106;393;21.0;112.0;1;Tokyo;WindowsSQLWeb;Dedicated;OnDemand;I2_4xlarge;null;72852.0;2914095.0;5.415;53.0;16.0;122.0;1.0;3200.0;0.0;393.0;25.0;
Config 598.fmc; 1467;Dedicated;WindowsSQLServer;AsiaOceania;25;473;393;13.0;1.0;0;SIN;WindowsSQLWeb;Dedicated;OnDemand;C3_xlarge;ssdEBS;26684.0;1067388.0;0.596;14.0;4.0;7.5;1.0;473.0;393.0;393.0;25.0;
Config 599.fmc; 1872;Public;LinuxBased;NorthAmerica;25;601;517;21.0;31.0;0;VA;Linux;Public;OneYearMedium;M2_4xlarge;null;4754.0;127699.0;0.247;26.0;8.0;68.4;0.0;1680.0;0.0;517.0;25.0;
Config 6.fmc; 308;Public;WindowsSQLStd;AUS;30;7055;207;38.0;155.0;1;Sydney;WindowsSQLStd;Public;OneYearMedium;I2_8xlarge;ssdEBS;75609.0;1739361.0;8.023;104.0;32.0;244.0;1.0;7055.0;655.0;207.0;30.0;
Config 60.fmc; 308;Dedicated;RedHat;CA;44;8479;172;34.0;158.0;1;Invalid;
Config 600.fmc; 899;Public;LinuxBased;NorthAmerica;25;4341;517;61.0;220.0;0;VA;Linux;Public;OneYearMedium;I2_8xlarge;null;35443.0;939906.0;1.818;104.0;32.0;244.0;1.0;6400.0;0.0;517.0;25.0;
Config 61.fmc; 212;Dedicated;WindowsSQLWeb;SouthAmerica;44;284;296;4.0;4.0;0;SaoPaulo;WindowsSQLWeb;Dedicated;OnDemand;M1_large;null;33966.0;771968.0;0.608;4.0;2.0;7.5;0.0;840.0;0.0;296.0;44.0;
Config 62.fmc; 292;Public;WindowsSQLStd;AUS;6;910;175;45.0;24.0;0;Sydney;WindowsSQLStd;Public;OnDemand;C3_4xlarge;ssdEBS;4899.0;816650.0;4.262;55.0;16.0;30.0;1.0;910.0;590.0;175.0;6.0;
Config 63.fmc; 376;Public;WindowsSQLStd;AUS;6;6361;539;76.0;122.0;0;Sydney;WindowsSQLStd;Public;OnDemand;I2_8xlarge;null;55029.0;9171624.0;17.016;104.0;32.0;244.0;1.0;6400.0;0.0;539.0;6.0;
Config 64.fmc; 1244;Public;WindowsSQLServer;AsiaOceania;25;33;539;18.0;8.0;1;SIN;WindowsSQLWeb;Public;OneYearMedium;C3_2xlarge;null;9936.0;326634.0;0.606;28.0;8.0;15.0;1.0;160.0;0.0;539.0;25.0;
Config 65.fmc; 461;Dedicated;WindowsSQLServer;SIN;34;658;541;36.0;27.0;1;SIN;WindowsSQLWeb;Dedicated;OnDemand;C3_4xlarge;ssdEBS;81999.0;2411763.0;2.383;55.0;16.0;30.0;1.0;658.0;338.0;541.0;34.0;
Config 66.fmc; 388;Dedicated;LinuxBased;CA;34;5301;420;25.0;146.0;0;CA;Linux;Dedicated;OneYearMedium;I2_8xlarge;null;66467.0;1603560.0;1.818;104.0;32.0;244.0;1.0;6400.0;0.0;420.0;34.0;
Config 67.fmc; 1487;Public;WindowsBased;Europe;44;412;53;15.0;5.0;0;IR;Windows;Public;OnDemand;C1_xlarge;null;1958.0;44520.0;0.84;20.0;8.0;7.0;0.0;1680.0;0.0;53.0;44.0;
Config 68.fmc; 582;Public;WindowsSQLStd;VA;15;535;663;21.0;16.0;1;VA;WindowsSQLStd;Public;OneYearHeavy;I2_2xlarge;null;13227.0;575240.0;0.788;27.0;8.0;61.0;1.0;1600.0;0.0;730.0;15.0;
Config 69.fmc; 582;Dedicated;LinuxBased;NorthAmerica;25;8655;287;97.0;135.0;1;Invalid;
Config 7.fmc; 357;Dedicated;WindowsSQLWeb;JP;11;579;450;5.0;5.0;0;Tokyo;WindowsSQLWeb;Dedicated;OnDemand;M2_xlarge;StdEBS;12465.0;1133220.0;0.49;6.5;2.0;17.1;0.0;579.0;159.0;450.0;11.0;
Config 70.fmc; 722;Dedicated;Suse;NorthAmerica;7;271;165;16.0;6.0;1;VA;Suse;Dedicated;OnDemand;C3_2xlarge;ssdEBS;3036.0;433830.0;0.562;28.0;8.0;15.0;1.0;271.0;111.0;165.0;7.0;
Config 71.fmc; 491;Dedicated;Suse;CA;16;896;530;10.0;22.0;0;CA;Suse;Dedicated;OneYearMedium;M2_2xlarge;StdEBS;19352.0;1142650.0;0.149;13.0;4.0;34.2;0.0;896.0;46.0;530.0;16.0;
Config 72.fmc; 278;Public;Linux;AUS;36;6894;408;53.0;219.0;0;Sydney;Linux;Public;OneYearMedium;I2_8xlarge;ssdEBS;57789.0;1127424.0;2.618;104.0;32.0;244.0;1.0;6894.0;494.0;408.0;36.0;
Config 73.fmc; 508;Public;Linux;VA;45;773;532;13.0;3.0;1;VA;Linux;Public;OneYearHeavy;C3_xlarge;ssdEBS;5511.0;107990.0;0.053;14.0;4.0;7.5;1.0;773.0;693.0;730.0;45.0;
Config 74.fmc; 890;Dedicated;Windows;AsiaOceania;45;399;411;9.0;10.0;1;SIN;Windows;Dedicated;OneYearMedium;M3_xlarge;ssdEBS;45709.0;991800.0;0.32;13.0;4.0;15.0;1.0;399.0;319.0;411.0;45.0;
Config 75.fmc; 890;Dedicated;WindowsSQLServer;JP;7;9363;46;89.0;74.0;1;Invalid;
Config 76.fmc; 1151;Public;WindowsSQLStd;NorthAmerica;45;901;656;1.0;1.0;0;VA;WindowsSQLStd;Public;OneYearHeavy;M3_medium;ssdEBS;8449.0;172920.0;0.114;3.0;1.0;3.75;1.0;901.0;897.0;730.0;45.0;
Config 77.fmc; 817;Public;WindowsSQLStd;NorthAmerica;45;901;289;24.0;21.0;0;VA;WindowsSQLStd;Public;OneYearMedium;M3_2xlarge;ssdEBS;21901.0;394312.0;1.108;26.0;8.0;30.0;1.0;901.0;741.0;289.0;45.0;
Config 78.fmc; 817;Public;WindowsSQLServer;SouthAmerica;16;7069;289;46.0;159.0;0;Invalid;
Config 79.fmc; 674;Public;WindowsSQLWeb;AUS;26;650;168;10.0;7.0;1;Sydney;WindowsSQLWeb;Public;OneYearMedium;C3_xlarge;ssdEBS;3992.0;119472.0;0.304;14.0;4.0;7.5;1.0;650.0;570.0;168.0;26.0;
Config 8.fmc; 724;Public;WindowsBased;AUS;38;350;342;25.0;15.0;1;Sydney;Windows;Public;OneYearMedium;C3_2xlarge;ssdEBS;8585.0;188328.0;0.484;28.0;8.0;15.0;1.0;350.0;190.0;342.0;38.0;
Config 80.fmc; 611;Dedicated;LinuxBased;ORE;25;777;291;7.0;28.0;1;ORE;Linux;Dedicated;OneYearMedium;R3_xlarge;ssdEBS;18664.0;690694.0;0.134;13.0;4.0;30.5;1.0;777.0;697.0;291.0;25.0;
Config 81.fmc; 456;Dedicated;LinuxBased;ORE;25;1597;170;40.0;62.0;0;ORE;Linux;Dedicated;OneYearMedium;I2_4xlarge;null;21517.0;597890.0;1.517;53.0;16.0;122.0;1.0;3200.0;0.0;170.0;25.0;
Config 82.fmc; 3881;Public;WindowsBased;AsiaOceania;35;403;170;3.0;3.0;0;SIN;Windows;Public;OneYearMedium;M1_large;null;1536.0;28560.0;0.168;4.0;2.0;7.5;0.0;840.0;0.0;170.0;35.0;
